-0.47945,-0.67817,-0.42037,-0.62778,-0.51809,-0.54883,-0.86227,-0.83175,-0.30732,-0.50332,-0.39765,-0.31919,-0.51905,0.17841,-0.51177,-0.043352,-0.31709,-0.62959,-0.58613,-0.44503,-0.72796,-0.59431,-0.57957,-0.20096,-0.64764,-0.70889,-0.59477,-0.62518,-0.57305,-0.44265,-0.75213,-0.57911,-0.73743
0.29612,0.041479,0.13497,-0.18596,0.33261,0.014372,-0.058784,-0.059621,0.87268,0.53225,0.54934,0.46616,0.31808,0.67524,0.39984,0.50568,-0.17722,0.23414,0.15925,0.089735,-0.17611,0.16593,0.51276,0.62591,0.076081,0.11481,0.058318,0.059097,0.40574,0.61829,0.085694,0.14761,-0.10101
0.8261,0.73373,0.89726,0.75585,0.78801,0.83581,0.50302,0.55194,0.37946,0.68072,0.73491,0.82511,0.79335,0.71569,0.76041,0.86163,0.93169,0.7408,0.79441,0.89101,0.66262,0.78694,0.63338,0.75356,0.75813,0.69591,0.80178,0.77824,0.71203,0.64945,0.65342,0.80178,0.66783
